Article Title,Reprint Addresses,Funding Orgs,"Times Cited, WoS Core","Times Cited, All Databases",Publication Date,Publication Year,DOI,
Improved measurements of the absolute branching fractions of the inclusive decays D+(0) -> phi X,"Qu, SQ; Zhao, MG (corresponding author), Nankai Univ, Tianjin 300071, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11875170, 11775230, 11475090, 11335008, 11425524, 11625523, 11635010, 11735014, 11835012]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; NSFCNational Natural Science Foundation of China (NSFC) [U1832207, U1532257, U1532258, U1732263]; CASChinese Academy of Sciences [U1832207, U1532257, U1532258, U1732263]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CASChinese Academy of Sciences; Institute for Nuclear Physics, Astronomy and Cosmology (INPAC); Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG) [CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Knut and AliceWallenberg Foundation (Sweden)Knut & Alice Wallenberg Foundation [2016.0157]; Royal Society, U.K.Royal Society of London [DH160214]; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0012069]; University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt",3,3,OCT 15,2019,10.1103/PhysRevD.100.072006,
"Measurements of weak decay asymmetries of Lambda(+)(c) -> pK(S)(0), Lambda pi(+), Sigma(+)pi(0), and Sigma(0)pi(+)","Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11335008, 11425524, 11625523, 11635010, 11735014]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); NSFCNational Natural Science Foundation of China (NSFC) [U1532257, U1532258, U1732263]; CASChinese Academy of Sciences [U1532257, U1532258, U1732263]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CASChinese Academy of Sciences; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG) [CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0012069]; University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; Knut and Alice Wallenberg Foundation (Sweden)Knut & Alice Wallenberg Foundation [2016.0157]; Royal Society, UKRoyal Society of London [DH160214]; INPAC",14,14,OCT 14,2019,10.1103/PhysRevD.100.072004,
Testing SU(3) flavor symmetry in semileptonic and two-body nonleptonic decays of hyperons,"Wang, RM (corresponding author), Jiangxi Normal Univ, Coll Phys & Commun Elect, Nanchang 330022, Jiangxi, Peoples R China.; Yang, MZ (corresponding author), Nankai Univ, Sch Phys, Tianjin 300071, Peoples R China.; Li, HB (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.; Li, HB (corresponding author), Univ Chinese Acad Sci, Beijing 100049, Peoples R China.; Cheng, XD (corresponding author), Xinyang Normal Univ, Coll Phys & Elect Engn, Xinyang 464000, Henan, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11675137, 11875168, 11875054]; NSFCNational Natural Science Foundation of China (NSFC) [U1532257]; CASChinese Academy of Sciences [U1532257, QYZDJ-SSWSLH003]; National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]",9,9,OCT 14,2019,10.1103/PhysRevD.100.076008,
Polarization difference between hyperons and antihyperons induced by an external magnetic field,"Li, HB; Ma, XX (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.; Li, HB; Ma, XX (corresponding author), Univ Chinese Acad Sci, Beijing 100049, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11335009, 11125525, 11675137, 11875054, 11935018]; CASChinese Academy of Sciences [QYZDJ-SSW-SLH003, U1532257, U1632107]; National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; NSFCNational Natural Science Foundation of China (NSFC)",4,4,OCT 11,2019,10.1103/PhysRevD.100.076007,
Uncertainty in the reactor neutrino spectrum and mass hierarchy determination,"Ciuffoli, E (corresponding author), Inst Modern Phys, NanChangLu 509, Lanzhou 730000, Gansu, Peoples R China.","CAS Key Research Program of Frontier Sciences [QYZDY-SSW-SLH006]; NSFC MianShang grants [11875296, 11675223]; NSFCNational Natural Science Foundation of China (NSFC) [11605247]; Recruitment Program of Highend Foreign Experts",2,2,OCT 10,2019,10.1007/JHEP10(2019)143,
Pseudo-Nambu-Goldstone dark matter and two-Higgs-doublet models,"Yu, ZH; Zhang, HH (corresponding author), Sun Yat Sen Univ, Sch Phys, Guangzhou 510275, Guangdong, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11805288, 11875327, 11905300]; China Postdoctoral Science FoundationChina Postdoctoral Science Foundation [2018M643282]; Natural Science Foundation of Guangdong ProvinceNational Natural Science Foundation of Guangdong Province [2016A030313313]; Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities; Sun Yat-Sen University Science Foundation",14,14,OCT 10,2019,10.1103/PhysRevD.100.075011,
Neutron skin in CsI and low-energy effective weak mixing angle from COHERENT data,"Chen, LW (corresponding author), Shanghai Jiao Tong Univ, Sch Phys & Astron, Shanghai 200240, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11625521]; Major State Basic Research Development Program (973 Program) in ChinaNational Basic Research Program of China [2015CB856904]; Program for Professor of Special Appointment (Eastern Scholar) at Shanghai Institutions of Higher Learning, Key Laboratory for Particle Physics, Astrophysics and Cosmology, Ministry of Education, China; Science and Technology Commission of Shanghai MunicipalityScience & Technology Commission of Shanghai Municipality (STCSM) [11DZ2260700]",15,15,OCT 7,2019,10.1103/PhysRevD.100.071301,
Probing dynamics of boson stars by fast radio bursts and gravitational wave detection,"Choi, G (corresponding author), Shanghai Jiao Tong Univ, Tsung Dao Lee Inst, Shanghai 200240, Peoples R China.","National Key R & D Program of China [2017YFA0402204]; National NSF of ChinaNational Natural Science Foundation of China (NSFC) [11275101, 11835005]; SJTU Postdoctoral Fellowship grant; Shanghai Laboratory for Particle Physics and Cosmology [11DZ2260700]; Office of Science and Technology, Shanghai Municipal Government [16DZ2260200]; CAS Center for Excellence in Particle Physics (CCEPP); TDLI Postdoctoral Fellowship grant",14,14,OCT,2019,10.1088/1475-7516/2019/10/043,
Roles of Resveratrol in Improving the Quality of Postovulatory Aging Oocytes In Vitro,"Yin, S (corresponding author), Qingdao Agr Univ, Key Lab Anim Reprod & Germplasm Enhancement Univ, Coll Life Sci, Inst Reprod Sci, Qingdao 266109, Shandong, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [31571550]; High-level Personnel Scientific Research Fund of Qingdao Agricultural University [6631115025, 6651117004]",17,17,OCT,2019,10.3390/cells8101132,
Recovery of saturated signal waveform acquired from high-energy particles with artificial neural networks,"Xing, HY (corresponding author), Sichuan Univ, Sch Phys Sci & Technol, Chengdu 610064, Sichuan, Peoples R China.",National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11275134],5,5,OCT,2019,10.1007/s41365-019-0677-0,
RF design of 650-MHz 2-cell cavity for CEPC,"Zheng, HJ; Sha, P (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Key Lab Particle Accelerat Phys & Technol, Beijing 100049, Peoples R China.",National Key Programme for S & T Research and Development [2016YFA0400400],7,8,OCT,2019,10.1007/s41365-019-0671-6,
F(R) gravity in the early Universe: electroweak phase transition and chameleon mechanism,"Katsuragawa, T (corresponding author), Cent China Normal Univ, Inst Astrophys, Wuhan 430079, Hubei, Peoples R China.","International Postdoctoral Exchange Fellowship Program at Central China Normal University; China Postdoctoral Science FoundationChina Postdoctoral Science Foundation [2018M632895]; JSPSMinistry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of Science [15K17645]; National Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11747308]; Jilin UniversityJilin University; IBS [IBS-R018-D1]",5,5,OCT,2019,10.1088/1674-1137/43/10/105101,
Sensitivity study of anomalous HZZ couplings at a future Higgs factory,"Li, HD (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.; Li, HD (corresponding author), Univ Chinese Acad Sci, Sch Phys, Beijing 100049, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11521505, 11621131001]",1,1,OCT,2019,10.1088/1674-1137/43/10/103001,
Analysis of stability against rotation of a spherical shell structure subjected to buoyancy,"Luo, YZ (corresponding author), Zhejiang Univ, Coll Civil Engn & Architecture, Hangzhou, Zhejiang, Peoples R China.; Luo, YZ (corresponding author), Key Lab Space Struct Zhejiang Prov, Hangzhou, Zhejiang, Peoples R China.","National Key Research and Development Program of China [2016YFC0800200]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [51578494, 51778568]",4,4,OCT,2019,10.1016/j.tws.2019.106236,
"Electromagnetic Design, Fabrication, and Test of LPF1: A 10.2-T Common-Coil Dipole Magnet With Graded Coil Configuration","Xu, QJ (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Lab Particle Accelerat Phys & Technol, Beijing 100049, Peoples R China.","Hundred Talents Program funding of Chinese Academy of Sciences (CAS); Strategic Priority Research Program of the Chinese Academy of SciencesChinese Academy of Sciences [XDB25000000]; Key Research Program of the Chinese Academy of SciencesChinese Academy of Sciences [XDPB01]; CAS Center for Excellence in Particle Physics; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11675193, 11575214, 11604335, U1632276]",4,4,OCT,2019,10.1109/TASC.2019.2902983,
Search for the decay eta ' -> gamma gamma eta,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11625523, 11635010, 11675184, 11735014, 11835012]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; Joint Large-Scale Scientific Facility Fund of the NSFC [U1532257, U1532258, U1732263, U1832207]; Joint Large-Scale Scientific Facility Fund of the CAS [U1532257, U1532258, U1732263, U1832207]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CASChinese Academy of Sciences; INPAC; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG) [CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Knut and Alice Wallenberg Foundation (Sweden)Knut & Alice Wallenberg Foundation [2016.0157]; Royal Society, UKRoyal Society of London [DH160214]; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0012069]; University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt",6,6,SEP 30,2019,10.1103/PhysRevD.100.052015,
Discussions on the line-shape of the X(4660) resonance,"Cao, QF; Wang, YF; Zheng, HQ (corresponding author), Peking Univ, Dept Phys, Beijing 100871, Peoples R China.; Cao, QF; Wang, YF; Zheng, HQ (corresponding author), Peking Univ, State Key Lab Nucl Phys & Technol, Beijing 100871, Peoples R China.; Qi, HR (corresponding author), Tsinghua Univ, Dept Engn Phys, Beijing 100084, Peoples R China.; Zheng, HQ (corresponding author), Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China.","National Nature Science Foundations of China (NSFC)National Natural Science Foundation of China (NSFC) [10925522, 11021092]",10,12,SEP 30,2019,10.1103/PhysRevD.100.054040,
Probing the charm Yukawa coupling at future e(-)p and e(+)e(-) colliders,"Li, RB; Wang, BW; Wang, K; Zhang, XY; Thou, ZY (corresponding author), Zhejiang Univ, Zhejiang Inst Modern Phys, Dept Phys, Hangzhou 310027, Zhejiang, Peoples R China.",National Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11875232],4,4,SEP 30,2019,10.1103/PhysRevD.100.053008,
Observation of psi(3886) -> Xi(1530)(-)(Xi)over-bar(1530)(+) and Xi(1530)(-)(Xi)over-bar(+),"Wang, XF (corresponding author), Lanzhou Univ, Lanzhou 730000, Gansu, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; Postdoctoral Natural Science Foundation of China [2018M630206, 2017M622347]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11335008, 11425524, 11521505, 11605042, 11625523, 11635010, 11675184, 11705209, 11735014, 11875115, 11905236]; Chinese Academy of Science Focused Science Grant; National 1000 Talents Program of China; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Joint Large-Scale Scientific Facility Fund of the NSFC [U1532257, U1532258, U1732263]; Joint Large-Scale Scientific Facility Fund of the CAS [U1532257, U1532258, U1732263]; CAS Key Research Program of Frontier Sciences [QYZDJ-SSW-SLH003, QYZDJ-SSW-SLH040]; 100 Talents Program of CASChinese Academy of Sciences; Institute of Nuclear and Particle Physics, Astronomy and Cosmology; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG) [CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; National Science and Technology fund; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010118, DE-SC-0012069]; University of Groningen (RuG), Darmstadt; Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; Henan Province [2017SBH005]; Henan Normal University [qd16164]; Program for Innovative Research Team in University of Henan Province [19IRTSTHN018]",15,15,SEP 26,2019,10.1103/PhysRevD.100.051101,
